sector,price,built_up_area,estimated_annual_rent,Annual_Cashflow,ROI (%)
sector 37d,1.55,1639.0,279000.00000000006,-1187213.0,-36.82
sector 85,1.8,141.0,324000.00000000006,-1291687.0,-35.31
sector 47,4.6,1728.0,828000.0000000001,-3343291.0,-35.61
sector 2,5.7,2430.0,1026000.0000000001,-4153049.0,-35.66
sector 36,0.42,590.0,75600.00000000001,-339634.0,-38.09
sector 103,1.35,1620.0,243000.00000000003,-1045199.0,-37.07
sector 85,1.04,1576.0,187200.00000000003,-824379.0,-37.62
sector 102,1.45,1493.0,261000.00000000003,-1109654.0,-36.8
sector 61,1.5,1333.0,270000.00000000006,-1137249.0,-36.58
sector 37d,1.65,2091.0,297000.00000000006,-1279460.0,-37.1
sector 56,1.45,1900.0,261000.00000000003,-1129190.0,-37.2
sector 65,4.95,2816.0,891000.0000000001,-3642444.0,-35.89
sector 43,6.2,2712.0,1116000.0000000002,-4519340.0,-35.67
sector 81,0.65,985.0,117000.00000000001,-520862.0,-37.87
sector 49,2.65,2251.0,477000.00000000006,-1992650.0,-36.39
manesar,0.95,2232.0,171000.00000000003,-792371.0,-38.82
sector 113,1.5,1418.0,270000.00000000006,-1141329.0,-36.66
sector 77,0.71,1057.0,127800.00000000001,-566648.0,-37.78
sector 69,1.78,1819.0,320400.00000000006,-1358120.0,-36.73
sector 26,13.5,4518.0,2430000.0000000005,-9756253.0,-35.47
sector 66,9.0,5200.0,1620000.0000000002,-6614193.0,-35.86
sector 88,0.92,1300.0,165600.00000000003,-726469.0,-37.53
sector 90,1.25,1929.0,225000.00000000003,-989480.0,-37.59
sector 38,3.5,1458.0,630000.0000000001,-2554270.0,-35.7
sector 43,1.95,1935.0,351000.00000000006,-1483625.0,-36.66
sector 83,1.1,1570.0,198000.00000000003,-866421.0,-37.47
sector 102,2.15,1945.0,387000.00000000006,-1625207.0,-36.51
sector 50,1.14,1330.0,205200.0,-883122.0,-37.08
sector 33,1.45,1512.0,261000.00000000003,-1110566.0,-36.82
sector 109,1.4,1584.0,252000.00000000003,-1078746.0,-36.96
sector 88a,2.65,1582.0,477000.00000000006,-1960538.0,-36.01
sector 103,0.99,1731.0,178200.00000000003,-796543.0,-37.97
sector 24,14.0,6300.0,2520000.0000000005,-10194544.0,-35.65
sector 57,1.12,950.0,201600.00000000006,-850772.0,-36.62
sector 57,3.3,1665.0,594000.0000000001,-2423104.0,-35.84
sector 69,1.55,1428.0,279000.00000000006,-1177085.0,-36.62
sector 61,1.7,1278.0,306000.00000000006,-1275712.0,-36.34
sector 95,0.45,632.0,81000.00000000001,-362816.0,-38.02
sector 109,1.35,1477.0,243000.00000000003,-1038335.0,-36.91
sector 102,1.35,1400.0,243000.00000000003,-1034639.0,-36.83
sector 95,0.8,713.0,144000.00000000003,-613632.0,-36.85
sector 92,0.85,1801.0,153000.00000000003,-701132.0,-38.56
sector 90,1.99,3030.0,358200.00000000006,-1564406.0,-37.42
sector 109,1.7,2303.0,306000.00000000006,-1324912.0,-37.22
gwal pahari,1.5,1850.0,270000.00000000006,-1162065.0,-37.08
sector 37d,0.45,656.0,81000.00000000001,-363968.0,-38.09
sector 56,8.0,8286.0,1440000.0000000002,-6056810.0,-36.55
sector 56,0.58,672.0,104400.00000000001,-456452.0,-37.45
sector 90,0.5,650.0,90000.00000000001,-398955.0,-37.77
sector 102,2.0,1900.0,360000.00000000006,-1517221.0,-36.59
sector 56,0.65,839.0,117000.00000000001,-513854.0,-37.55
sohna road,0.42,590.0,75600.00000000001,-339634.0,-38.09
sector 95,0.82,1095.0,147600.0,-646078.0,-37.48
sector 106,1.15,1305.0,207000.00000000003,-888977.0,-37.03
sector 22,4.3,2600.0,774000.0000000001,-3173494.0,-35.96
sector 70a,2.5,1723.0,450000.00000000006,-1861480.0,-36.16
sector 103,1.65,1683.0,297000.00000000006,-1259876.0,-36.74
sector 79,1.45,1494.0,261000.00000000003,-1109702.0,-36.8
sector 4,0.21,500.0,37800.00000000001,-187157.0,-40.41
sector 37,0.75,1430.0,135000.00000000003,-612773.0,-38.33
sector 83,1.48,1549.0,266400.00000000006,-1133507.0,-36.81
sector 48,5.0,4778.0,900000.0000000001,-3771896.0,-36.46
sohna road,0.85,978.0,153000.00000000003,-661628.0,-37.19
sector 70,1.64,1527.0,295200.0,-1245333.0,-36.62
sector 111,3.45,2670.0,621000.0000000001,-2577171.0,-36.24
sector 95,0.31,610.0,55800.00000000001,-262988.0,-39.22
sohna road,0.46,800.0,82800.00000000001,-377935.0,-38.46
sector 67,0.8,610.0,144000.00000000003,-608688.0,-36.66
sector 49,1.9,2006.0,342000.00000000006,-1451758.0,-36.76
sector 33,2.2,1900.0,396000.00000000006,-1658323.0,-36.45
sector 81,1.35,1438.0,243000.00000000003,-1036463.0,-36.87
sector 26,5.5,1800.0,990000.0000000001,-3981707.0,-35.51
sector 61,1.6,1278.0,288000.00000000006,-1205160.0,-36.43
sector 12,6.0,1710.0,1080000.0000000002,-4330142.0,-35.44
sector 113,3.35,2991.0,603000.0000000001,-2522028.0,-36.42
sector 48,7.8,3240.0,1404000.0000000002,-5673500.0,-35.62
sector 103,0.8,1361.0,144000.00000000003,-644736.0,-38.01
sector 79,1.3,1213.0,234000.00000000003,-990387.0,-36.69
sector 92,0.8,1692.0,144000.00000000003,-660624.0,-38.58
sector 108,1.36,1343.0,244800.00000000006,-1038958.0,-36.76
sector 31,4.6,1426.0,828000.0000000001,-3328795.0,-35.51
sector 65,2.0,1186.0,360000.00000000006,-1482949.0,-36.06
sector 92,0.72,1700.0,129600.00000000001,-604567.0,-38.98
sector 83,1.76,1600.0,316800.00000000006,-1333498.0,-36.56
sector 63a,3.23,1202.0,581400.0000000001,-2351494.0,-35.64
sector 81,4.2,3512.0,756000.0000000001,-3146719.0,-36.3
sector 7,3.85,2628.0,693000.0000000001,-2857359.0,-36.09
sector 104,1.8,1538.0,324000.00000000006,-1358743.0,-36.48
sector 8,1.6,558.0,288000.00000000006,-1170600.0,-35.76
sector 66,8.7,2250.0,1566000.0000000002,-6260940.0,-35.38
sector 56,1.5,1900.0,270000.00000000006,-1164465.0,-37.13
sector 104,0.48,795.0,86400.00000000001,-391805.0,-38.31
sector 79,1.2,1154.0,216000.00000000003,-917004.0,-36.76
sector 11,0.95,1300.0,171000.00000000003,-747635.0,-37.45
sector 85,2.17,2600.0,390600.00000000006,-1670757.0,-36.94
sector 99,1.38,2150.0,248400.0,-1091804.0,-37.57
sector 90,0.65,1225.0,117000.00000000001,-532382.0,-38.39
sector 43,2.75,1080.0,495000.00000000006,-2006993.0,-35.7
sector 49,3.0,2200.0,540000.0000000001,-2237131.0,-36.2
sector 65,2.8,1650.0,504000.00000000006,-2069629.0,-35.99
sector 50,8.0,10000.0,1440000.0000000002,-6139082.0,-36.86
sector 65,2.8,1828.0,504000.00000000006,-2078173.0,-36.09
sector 57,7.25,2700.0,1305000.0000000002,-5259550.0,-35.56
sector 28,11.25,3240.0,2025000.0000000002,-8107511.0,-35.41
sector 112,7.99,6382.0,1438200.0000000002,-5958363.0,-36.2
sector 112,3.4,2225.56,612000.0000000001,-2520562.0,-36.06
sector 7,8.0,3600.0,1440000.0000000002,-5831882.0,-35.67
sector 107,1.2,1750.0,216000.00000000003,-945612.0,-37.48
sector 65,2.25,1493.0,405000.00000000006,-1674062.0,-36.14
sector 102,0.97,742.0,174600.00000000003,-734961.0,-36.56
sector 11,1.8,2476.0,324000.00000000006,-1403767.0,-37.24
sector 92,1.1,2350.0,198000.00000000003,-903861.0,-38.47
manesar,0.75,1914.0,135000.00000000003,-636005.0,-39.21
sector 105,1.35,3500.0,243000.00000000003,-1135439.0,-39.02
sector 22,6.16,3333.0,1108800.0000000002,-4520927.0,-35.83
sector 67,4.55,2833.0,819000.0000000001,-3361056.0,-35.98
manesar,0.48,993.0,86400.00000000001,-401309.0,-38.88
sector 41,11.0,3240.0,1980000.0000000002,-7931133.0,-35.42
sector 89,0.75,1032.0,135000.00000000003,-593669.0,-37.59
sector 86,0.5,668.0,90000.00000000001,-399819.0,-37.82
sector 39,0.34,450.0,61200.000000000015,-276474.0,-38.22
sector 85,1.06,1512.0,190800.00000000003,-835417.0,-37.48
sector 79,1.69,1795.0,304200.00000000006,-1293472.0,-36.8
sector 37,1.22,1665.0,219600.00000000003,-955643.0,-37.34
sector 102,1.8,1710.0,324000.00000000006,-1366999.0,-36.62
sector 95,0.22,308.0,39600.00000000001,-184996.0,-39.01
sector 86,2.5,3400.0,450000.00000000006,-1941976.0,-37.14
sector 81,2.91,3017.0,523800.00000000006,-2212851.0,-36.65
sector 49,2.8,1800.0,504000.00000000006,-2076829.0,-36.07
sector 69,1.4,1419.0,252000.00000000003,-1070826.0,-36.78
sector 33,1.65,1279.0,297000.00000000006,-1240484.0,-36.38
sector 5,0.7,999.0,126000.00000000001,-556809.0,-37.7
sector 11,0.44,128.0,79200.00000000001,-331569.0,-36.44
sector 37d,1.1,1439.0,198000.00000000003,-860133.0,-37.3
sector 106,1.25,1186.0,225000.00000000003,-953816.0,-36.73
sector 104,1.59,1403.0,286200.00000000006,-1204105.0,-36.55
sector 66,4.85,3500.0,873000.0000000001,-3604725.0,-36.12
sector 81,3.45,2599.0,621000.0000000001,-2573763.0,-36.21
sector 24,3.25,1070.0,585000.0000000001,-2359268.0,-35.58
sector 112,3.65,2225.56,657000.0000000001,-2696939.0,-35.98
sector 105,0.38,56.0,68400.00000000001,-285782.0,-36.39
sohna road,0.29,534.0,52200.00000000001,-245230.0,-39.15
sector 26,16.0,4235.0,2880000.0000000005,-11506445.0,-35.36
sector 106,1.35,2100.0,243000.00000000003,-1068239.0,-37.58
sector 95,0.38,716.0,68400.00000000001,-317462.0,-38.86
sector 113,2.48,1980.0,446400.00000000006,-1859706.0,-36.32
sector 99,1.35,1807.0,243000.00000000003,-1054175.0,-37.27
sector 86,0.64,1360.0,115200.00000000001,-531807.0,-38.73
sector 99,1.45,1807.0,261000.00000000003,-1124726.0,-37.11
sector 65,2.35,1500.0,423000.00000000006,-1744949.0,-36.1
sector 50,1.8,1870.0,324000.00000000006,-1374679.0,-36.75
sector 99,0.72,784.0,129600.00000000001,-560599.0,-37.2
sector 2,1.18,1416.0,212400.00000000003,-915470.0,-37.12
sector 70,1.65,1527.0,297000.00000000006,-1252388.0,-36.61
sector 70a,4.7,2610.0,846000.0000000001,-3456178.0,-35.87
sector 86,1.3,1747.0,234000.00000000003,-1016019.0,-37.29
sector 5,0.26,648.0,46800.00000000001,-229537.0,-40.18
sohna road,0.25,386.0,45000.00000000001,-209906.0,-38.98
sector 69,1.4,1428.0,252000.00000000003,-1071258.0,-36.79
sector 63,8.5,3950.0,1530000.0000000002,-6201438.0,-35.69
sector 38,3.5,1440.0,630000.0000000001,-2553406.0,-35.69
sector 102,2.12,1571.0,381600.00000000006,-1586090.0,-36.27
sector 105,0.43,1050.0,77400.00000000001,-368769.0,-39.48
sector 65,2.35,1650.0,423000.00000000006,-1752149.0,-36.19
sohna road,0.4,900.0,72000.00000000001,-340404.0,-39.3
sector 111,2.58,2200.0,464400.00000000006,-1940817.0,-36.4
sector 102,1.95,1676.0,351000.00000000006,-1471193.0,-36.47
sector 49,2.7,2159.0,486000.00000000006,-2023510.0,-36.31
sector 62,0.9,639.0,162000.00000000003,-680631.0,-36.52
sector 50,10.55,3240.0,1899000.0000000002,-7613654.0,-35.44
sector 4,0.36,1056.0,64800.00000000001,-319672.0,-40.32
sector 84,1.1,1710.0,198000.00000000003,-873141.0,-37.65
sector 78,1.05,1853.0,189000.00000000003,-844730.0,-37.97
sector 92,0.39,713.0,70200.00000000001,-324373.0,-38.75
sector 37,1.0,1697.0,180000.00000000003,-801966.0,-37.89
sector 103,1.15,1250.0,207000.00000000003,-886337.0,-36.96
sector 85,1.24,1730.0,223200.00000000003,-972873.0,-37.38
sector 68,2.22,1403.0,399600.0000000001,-1648577.0,-36.1
sector 78,4.75,2813.0,855000.0000000001,-3501198.0,-35.93
sector 48,1.78,1526.0,320400.00000000006,-1344056.0,-36.49
sector 109,1.7,1550.0,306000.00000000006,-1288768.0,-36.58
sector 67a,2.08,1563.0,374400.00000000006,-1557485.0,-36.29
sector 36,0.72,1244.0,129600.00000000001,-582679.0,-38.11
sector 85,1.35,102.0,243000.00000000003,-972335.0,-35.4
sector 83,1.73,1600.0,311400.00000000006,-1312333.0,-36.59
sector 48,6.0,2700.0,1080000.0000000002,-4377662.0,-35.69
sector 104,2.78,2851.0,500400.0,-2113167.0,-36.64
sector 67a,1.83,2700.0,329400.00000000006,-1435684.0,-37.38
sector 86,2.47,2800.0,444600.0000000001,-1892010.0,-36.82
sector 90,0.5,796.0,90000.00000000001,-405963.0,-38.18
sector 90,1.13,1566.0,203400.0,-887395.0,-37.4
sector 79,1.85,1650.0,333000.00000000006,-1399394.0,-36.53
sector 111,5.25,4072.0,945000.0000000001,-3914385.0,-36.19
sector 93,0.85,597.0,153000.00000000003,-643340.0,-36.54
sector 7,0.66,550.0,118800.00000000001,-507037.0,-36.89
sohna road,0.95,1210.0,171000.00000000003,-743315.0,-37.31
sector 107,0.28,543.0,50400.000000000015,-238607.0,-39.33
sector 65,2.1,1015.0,378000.00000000006,-1545292.0,-35.89
sector 48,2.65,2134.0,477000.00000000006,-1987034.0,-36.32
sohna road,0.79,978.0,142200.00000000003,-619297.0,-37.36
sector 85,1.98,2399.0,356400.00000000006,-1527062.0,-36.98
sector 65,2.5,1654.0,450000.00000000006,-1858168.0,-36.12
sector 104,1.2,1607.0,216000.00000000003,-938748.0,-37.31
sector 57,5.5,5010.0,990000.0000000001,-4135787.0,-36.39
sector 91,1.8,2604.0,324000.00000000006,-1409911.0,-37.34
sector 113,2.78,2350.0,500400.0,-2089119.0,-36.37
sector 104,2.65,2090.0,477000.00000000006,-1984922.0,-36.3
sector 81,2.7,2343.0,486000.00000000006,-2032342.0,-36.41
sector 104,1.83,2000.0,329400.00000000006,-1402084.0,-36.82
sector 92,0.75,959.0,135000.00000000003,-590165.0,-37.45
sector 89,0.5,672.0,90000.00000000001,-400011.0,-37.83
sector 33,1.2,1111.0,216000.00000000003,-914940.0,-36.71
sector 37d,1.2,1900.0,216000.00000000003,-952812.0,-37.66
sector 66,3.45,2000.0,621000.0000000001,-2545011.0,-35.95
sector 82a,2.2,1893.0,396000.00000000006,-1657987.0,-36.44
sector 82,0.85,1294.0,153000.00000000003,-676796.0,-37.72
sector 109,6.25,6228.0,1125000.0000000002,-4723383.0,-36.51
sector 84,1.52,1703.0,273600.00000000006,-1169120.0,-36.91
sector 11,0.8,1403.0,144000.00000000003,-646752.0,-38.08
sector 50,7.45,4500.0,1341000.0000000002,-5487052.0,-35.91
sector 81,2.4,2407.0,432000.00000000006,-1823761.0,-36.63
sector 102,0.97,747.0,174600.00000000003,-735201.0,-36.57
sector 90,1.0,1765.0,180000.00000000003,-805230.0,-37.99
sector 5,0.55,778.0,99000.00000000001,-440375.0,-37.85
sector 33,2.96,2371.0,532800.0000000001,-2217118.0,-36.3
sector 95,0.48,744.0,86400.00000000001,-389357.0,-38.16
sector 85,1.1,1600.0,198000.00000000003,-867861.0,-37.51
sector 17,1.52,105.0,273600.00000000006,-1092416.0,-35.35
sohna road,0.74,1344.0,133200.00000000003,-601590.0,-38.21
sector 6,0.48,111.0,86400.00000000001,-358973.0,-36.26
sector 79,1.1,1223.0,198000.00000000003,-849765.0,-37.02
sector 36,0.24,458.0,43200.00000000001,-206306.0,-39.54
sector 71,0.65,590.0,117000.00000000001,-501902.0,-37.0
sector 43,6.25,2034.0,1125000.0000000002,-4522071.0,-35.5
sector 108,0.98,978.23,176400.00000000003,-753355.0,-36.9
sector 70a,1.64,1950.0,295200.0,-1265637.0,-36.99
sector 30,0.69,896.0,124200.0,-544810.0,-37.53
sector 67a,1.8,1551.0,324000.00000000006,-1359367.0,-36.49
sector 47,0.65,599.0,117000.00000000001,-502334.0,-37.02
sector 102,2.15,1690.0,387000.00000000006,-1612967.0,-36.34
sector 91,0.95,1186.0,171000.00000000003,-742163.0,-37.28
sector 83,1.05,1600.0,189000.00000000003,-832586.0,-37.63
sector 65,2.1,1186.0,378000.00000000006,-1553500.0,-36.01
sohna road,0.28,443.0,50400.000000000015,-233807.0,-38.85
sector 85,1.84,2026.0,331200.00000000006,-1410387.0,-36.83
sector 4,1.25,160.0,225000.00000000003,-904568.0,-35.51
sector 70a,1.25,1300.0,225000.00000000003,-959288.0,-36.86
sohna road,1.14,1382.0,205200.0,-885618.0,-37.15
sector 69,1.7,1428.0,306000.00000000006,-1282912.0,-36.47
sector 79,1.35,1350.0,243000.00000000003,-1032239.0,-36.78
sector 53,5.0,2500.0,900000.0000000001,-3662552.0,-35.78
sector 26,18.0,4518.0,3240000.0000000005,-12931049.0,-35.34
sector 85,1.65,2179.0,297000.00000000006,-1283684.0,-37.18
sector 11,0.9,800.0,162000.00000000003,-688359.0,-36.78
sector 102,2.03,1337.0,365400.0,-1511362.0,-36.16
sector 65,4.6,1717.0,828000.0000000001,-3342763.0,-35.6
sector 9,3.4,2628.0,612000.0000000001,-2539879.0,-36.24
sector 40,2.1,900.0,378000.00000000006,-1539772.0,-35.81
sector 48,11.25,4422.0,2025000.0000000002,-8164247.0,-35.57
sector 25,7.3,5800.0,1314000.0000000002,-5443625.0,-36.2
sector 48,22.0,8250.0,3960000.0000000005,-15932227.0,-35.52
sector 69,0.9,1473.0,162000.00000000003,-720663.0,-37.86
sector 102,1.42,1314.0,255600.00000000003,-1079897.0,-36.65
sector 70a,5.25,2610.0,945000.0000000001,-3844209.0,-35.78
sector 28,2.25,1700.0,405000.00000000006,-1683998.0,-36.28
sector 33,1.79,1619.0,322200.00000000006,-1355575.0,-36.55
sector 91,1.5,1786.0,270000.00000000006,-1158993.0,-37.02
sector 84,0.35,528.0,63000.00000000001,-287273.0,-38.44
sector 72,1.9,1975.0,342000.00000000006,-1450270.0,-36.74
sector 69,1.6,1428.0,288000.00000000006,-1212360.0,-36.57
sector 65,2.35,1833.0,423000.00000000006,-1760933.0,-36.31
sector 65,1.73,1262.0,311400.00000000006,-1296109.0,-36.3
sohna road,0.4,561.0,72000.00000000001,-324132.0,-38.14
gwal pahari,0.95,1778.0,171000.00000000003,-770579.0,-38.16
sector 26,4.0,1350.0,720000.0000000001,-2901841.0,-35.56
sector 81,2.35,2511.0,423000.00000000006,-1793477.0,-36.73
sector 84,0.94,1222.0,169200.00000000003,-736836.0,-37.36
sector 45,7.35,2475.0,1323000.0000000002,-5319301.0,-35.51
sector 69,1.6,1428.0,288000.00000000006,-1212360.0,-36.57
sector 56,0.55,678.0,99000.00000000001,-435575.0,-37.6
sector 43,2.0,1273.0,360000.00000000006,-1487125.0,-36.13
sohna road,1.5,1361.0,270000.00000000006,-1138593.0,-36.61
sector 66,3.5,2200.0,630000.0000000001,-2589886.0,-36.02
sector 92,0.85,1607.0,153000.00000000003,-691820.0,-38.24
sector 50,13.2,4861.0,2376000.0000000005,-9561064.0,-35.53
sector 85,2.09,2600.0,376200.00000000006,-1614317.0,-37.01
sector 69,1.9,1743.0,342000.00000000006,-1439134.0,-36.56
sector 81,4.35,5480.0,783000.0000000001,-3347010.0,-36.92
sector 61,2.0,1538.0,360000.00000000006,-1499845.0,-36.33
sector 110,2.25,2350.0,405000.00000000006,-1715198.0,-36.71
sector 81,2.25,1929.0,405000.00000000006,-1694990.0,-36.43
sector 102,1.49,1315.0,268200.00000000006,-1129330.0,-36.57
sector 77,0.8,1163.0,144000.00000000003,-635232.0,-37.66
sector 43,10.5,3762.0,1890000.0000000002,-7603434.0,-35.52
sector 113,3.45,2353.0,621000.0000000001,-2561955.0,-36.1
sector 90,1.88,2726.0,338400.00000000006,-1472207.0,-37.33
sector 82,1.12,1588.0,201600.00000000006,-881396.0,-37.45
sector 70a,1.1,1312.0,198000.00000000003,-854037.0,-37.13
sector 90,0.65,1222.0,117000.00000000001,-532238.0,-38.38
sector 85,1.09,1475.0,196200.00000000003,-854806.0,-37.37
sector 83,1.55,1400.0,279000.00000000006,-1175741.0,-36.59
sector 92,0.71,1596.0,127800.00000000001,-592520.0,-38.83
sector 107,1.65,2505.0,297000.00000000006,-1299332.0,-37.46
sector 92,0.66,1473.0,118800.00000000001,-551341.0,-38.86
sector 76,0.75,1199.0,135000.00000000003,-601685.0,-37.9
sector 47,1.65,1906.0,297000.00000000006,-1270580.0,-36.94
sector 37d,1.95,1650.0,351000.00000000006,-1469945.0,-36.45
sector 12,0.6,800.0,108000.00000000001,-476706.0,-37.67
sohna road,0.24,516.0,43200.00000000001,-209090.0,-39.86
sector 90,0.86,1525.0,154800.00000000003,-694939.0,-38.07
sector 86,1.55,1900.0,279000.00000000006,-1199741.0,-37.06
sector 92,1.68,1804.0,302400.00000000006,-1286849.0,-36.82
sector 31,4.6,1460.0,828000.0000000001,-3330427.0,-35.52
sector 79,1.2,1321.0,216000.00000000003,-925020.0,-36.97
sector 37,0.6,1180.0,108000.00000000001,-494946.0,-38.56
sector 113,2.45,1890.0,441000.00000000006,-1834220.0,-36.29
sohna road,0.35,556.0,63000.00000000001,-288617.0,-38.55
sector 65,3.67,2040.0,660600.0000000001,-2702143.0,-35.9
sector 90,0.38,767.0,68400.00000000001,-319910.0,-39.04
sector 109,11.25,4500.0,2025000.0000000002,-8167991.0,-35.58
sector 85,1.98,2300.0,356400.00000000006,-1522310.0,-36.9
sector 92,0.85,1423.0,153000.00000000003,-682988.0,-37.94
sector 28,11.75,2844.0,2115000.0000000005,-8441258.0,-35.34
sector 109,1.75,1797.0,315000.00000000006,-1335899.0,-36.74
sector 85,1.2,1650.0,216000.00000000003,-940812.0,-37.36
sector 106,1.13,1186.0,203400.0,-869155.0,-36.91
sector 82,7.0,3900.0,1260000.0000000002,-5140772.0,-35.84
sector 48,18.5,7000.0,3330000.0000000005,-13402941.0,-35.53
sector 4,0.61,61.0,109800.00000000001,-448289.0,-35.86
sector 92,0.61,1141.0,109800.00000000001,-500129.0,-38.41
sector 90,1.26,1650.0,226800.00000000003,-983143.0,-37.25
sector 12,1.15,2000.0,207000.00000000003,-922337.0,-37.89
sector 76,4.0,3889.0,720000.0000000001,-3023713.0,-36.51
sector 103,1.57,1845.0,282600.00000000006,-1211211.0,-36.98
sector 69,1.31,1392.0,235800.00000000003,-1006034.0,-36.88
sector 69,1.75,1783.0,315000.00000000006,-1335227.0,-36.73
sector 108,0.87,978.23,156600.00000000003,-675749.0,-37.14
sector 11,1.2,300.0,216000.00000000003,-876012.0,-35.71
sector 82,0.99,1620.0,178200.00000000003,-791215.0,-37.81
sector 43,2.5,2722.0,450000.00000000006,-1909432.0,-36.75
sector 78,0.8,1472.0,144000.00000000003,-650064.0,-38.2
sector 104,2.62,2851.0,471600.00000000006,-2000285.0,-36.74
sector 113,1.75,1430.0,315000.00000000006,-1318283.0,-36.43
sector 90,0.66,1122.0,118800.00000000001,-534493.0,-38.12
sector 36,2.2,1338.0,396000.00000000006,-1631347.0,-36.07
sector 107,0.94,1236.0,169200.00000000003,-737508.0,-37.38
sector 9,1.5,2056.0,270000.00000000006,-1171953.0,-37.28
sector 48,7.65,4000.0,1377000.0000000002,-5604154.0,-35.79
sector 61,2.41,1630.0,433800.00000000006,-1793520.0,-36.15
sohna road,0.2,474.042156,36000.00000000001,-178856.0,-40.49
sector 26,9.0,2700.0,1620000.0000000002,-6494193.0,-35.44
sector 37d,1.98,1983.0,356400.00000000006,-1507094.0,-36.67
sector 26,23.0,9000.0,4140000.0000000005,-16673737.0,-35.55
sector 67,3.32,2385.0,597600.0000000001,-2471774.0,-36.16
sector 82,0.8,1383.0,144000.00000000003,-645792.0,-38.05
sector 61,2.3,1475.0,414000.00000000006,-1708474.0,-36.11
sector 89,1.33,1423.0,239400.00000000003,-1021633.0,-36.88
sector 85,2.7,3151.0,486000.00000000006,-2071126.0,-36.85
sector 39,7.0,7000.0,1260000.0000000002,-5289572.0,-36.5
sector 37d,1.0,1833.0,180000.00000000003,-808494.0,-38.08
sector 88a,1.4,1674.0,252000.00000000003,-1083066.0,-37.05
sector 50,2.6,2700.0,468000.00000000006,-1978927.0,-36.67
sector 62,8.35,3872.0,1503000.0000000002,-6091867.0,-35.69
sector 102,2.65,2311.0,477000.00000000006,-1995530.0,-36.42
sector 65,3.5,1975.0,630000.0000000001,-2579086.0,-35.92
